LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT6,PAY_AMT6,default
330000,2,2,2,41,100433,5442,0
150000,2,4,3,49,2868,4384,0
110000,2,2,2,42,65875,465,0
230000,2,2,1,46,2398,1783,1
50000,2,1,1,46,0,0,0
60000,2,3,2,40,0,0,0
250000,2,1,1,32,170233,4638,0
450000,2,1,2,46,1110,4688,0
260000,2,2,2,33,153755,5837,1
380000,2,2,1,45,245499,9133,0
240000,2,1,2,38,3816,816,0
30000,2,3,1,34,10363,6929,1
90000,2,2,1,43,0,0,0
230000,2,2,1,43,172143,6080,1
60000,2,2,1,45,24278,2000,0
170000,2,2,1,38,0,0,0
440000,2,1,1,41,185315,5376,0
120000,2,2,1,37,15594,7223,0
240000,2,1,1,37,154200,5568,0
260000,2,1,1,42,8247,0,0
300000,2,2,2,43,481,1248,0
190000,2,4,1,34,23405,978,0
110000,2,1,1,43,-28,0,1
280000,2,2,1,38,207802,15000,0
220000,2,2,1,40,9744,0,0
280000,2,1,2,36,5654,6055,0
70000,2,2,1,39,23704,0,1
500000,2,2,1,36,332360,13000,0
130000,2,2,2,36,98982,10001,0
610000,2,1,2,43,437131,34000,0
210000,2,1,2,35,27977,8013,0
210000,2,2,1,45,131656,4261,0
80000,2,3,0,37,0,0,0
150000,2,1,1,33,113747,4700,1
160000,2,1,1,33,0,0,0
150000,2,5,1,34,22237,1000,0
130000,2,3,1,45,11040,953,0
210000,2,2,1,40,2375,2614,0
360000,2,2,1,42,131869,3862,0
500000,2,2,1,45,40721,133611,0
220000,2,1,2,33,204,4953,0
320000,2,2,1,46,18931,8138,0
220000,2,1,1,41,225044,0,1
80000,2,2,2,32,59274,5000,0
210000,2,5,2,32,0,0,0
160000,2,1,1,32,46485,2735,0
160000,2,1,2,33,0,0,1
440000,2,1,1,36,24849,7046,0
90000,2,2,1,36,2607,0,0
230000,2,3,1,37,143698,5200,0
180000,2,1,2,33,9500,0,0
440000,2,2,1,32,276902,12000,0
200000,2,1,1,41,160066,13000,1
220000,2,2,1,41,2340,492,0
360000,2,2,1,39,3598,6208,0
120000,2,1,2,27,0,0,1
20000,2,1,2,27,1375,700,0
230000,2,1,2,28,13700,0,0
30000,2,2,2,29,375,264,0
160000,2,1,2,29,116746,4000,1
170000,2,2,2,29,58453,2045,0
140000,2,1,2,29,1242,3061,0
160000,2,1,1,33,2206,339,1
500000,2,1,2,36,3384,206,0
80000,2,3,1,31,37799,7177,1
150000,2,1,1,32,16837,1000,0
30000,2,1,2,46,25044,2300,0
180000,2,2,1,47,4000,4000,0
150000,2,2,1,41,75052,2800,1
320000,2,1,2,32,12271,15000,0
440000,2,1,2,33,48175,1025,0
200000,2,2,1,38,2298,2851,0
200000,2,2,1,45,0,4313,0
230000,2,1,1,35,2398,671,1
350000,2,1,2,38,2459,11409,0
100000,2,1,2,31,5556,21173,0
360000,2,3,2,45,0,0,1
210000,2,1,2,31,172851,0,0
360000,2,1,1,32,270877,9651,0
200000,2,1,2,32,16890,6077,0
230000,2,1,1,34,-1,0,0
180000,2,5,1,41,2461,10947,0
170000,2,2,2,47,39524,1700,0
50000,2,2,1,40,10176,508,0
180000,2,2,2,37,105551,7028,0
100000,2,1,1,47,-370,2500,1
150000,2,1,2,28,89063,3500,0
180000,2,1,2,33,20127,9422,0
280000,2,2,2,33,46510,6655,0
150000,2,2,2,40,349,24026,0
100000,2,2,1,36,81713,3000,1
70000,2,2,1,37,50610,1985,1
220000,2,2,1,38,178683,7500,0
240000,2,2,1,41,0,0,1
710000,2,4,2,32,182062,6500,0
470000,2,2,2,33,0,0,1
80000,2,2,1,46,390,390,1
180000,2,3,1,49,113105,4283,1
250000,2,2,1,32,234762,0,0
690000,2,3,2,34,160287,91323,0
340000,2,1,2,45,62027,13000,0
220000,2,2,2,47,121516,5000,0
60000,2,3,2,44,58821,3000,1
80000,2,2,2,30,9508,74,0
290000,2,1,1,36,817,1662,0
170000,2,3,2,41,54197,2000,0
90000,2,3,0,42,18289,2000,1
130000,2,1,2,31,131848,5500,0
200000,2,3,1,32,1485,1302,0
360000,2,2,2,35,42352,10017,0
240000,2,1,1,37,177183,6398,0
60000,2,1,1,28,52661,1500,0
130000,2,2,2,42,127434,5100,0
310000,2,2,2,32,206609,7500,0
80000,2,2,2,28,130,130,1
70000,2,2,2,30,37610,2000,0
180000,2,2,1,31,2676,1107,0
110000,2,2,1,45,39785,1514,0
30000,2,3,2,47,10400,0,0
200000,2,2,2,27,118084,4227,0
30000,2,5,1,33,28195,1000,0
210000,2,1,2,27,6386,0,1
80000,2,5,1,30,0,0,0
120000,2,3,1,40,59717,1689,0
30000,2,2,1,43,5394,6171,0
490000,2,2,2,33,49932,3000,0
260000,2,5,1,41,5782,2013,0
230000,2,2,2,30,2351,3312,1
110000,2,2,1,46,107591,5000,1
150000,2,2,2,40,72275,4000,0
170000,2,2,1,29,43995,2111,0
90000,2,2,1,35,40183,4000,0
70000,2,3,1,40,0,5704,0
100000,2,1,2,28,78840,3023,0
50000,2,3,1,34,20576,776,0
30000,2,2,1,35,21750,0,0
280000,2,2,1,37,114204,5010,1
210000,2,3,1,41,-649,1000,0
20000,2,3,0,35,0,0,0
250000,2,5,1,33,199820,10000,0
70000,2,2,1,34,51182,2000,1
120000,2,1,2,34,2873,0,0
300000,2,1,2,36,0,1051,0
310000,2,2,1,39,360,360,0
20000,2,3,2,34,0,0,1
50000,2,2,2,37,45682,5000,0
100000,2,2,1,32,45744,2000,0
280000,2,2,1,44,5834,0,0
210000,2,2,1,37,1026,1208,0
290000,2,3,2,47,0,0,0
160000,2,1,1,36,6267,1727,0
100000,2,2,1,41,16998,3093,1
280000,2,2,2,37,1870,10267,0
200000,2,2,1,32,380,3880,0
180000,2,2,2,33,5094,2401,0
240000,2,1,2,34,2005,224,0
180000,2,2,2,35,156074,5000,0
180000,2,2,1,36,0,0,0
50000,2,2,2,35,24103,0,0
30000,2,3,2,38,29326,3000,1
180000,2,2,1,40,43505,0,0
50000,2,1,1,38,18838,1000,0
230000,2,3,1,47,90260,3600,0
60000,2,2,1,31,28309,1500,0
50000,2,3,2,32,39409,1822,0
280000,2,1,1,32,118432,4779,0
170000,2,2,1,45,11143,0,0
110000,2,2,1,36,880,880,1
70000,2,3,1,35,42674,1501,1
90000,2,3,1,47,51012,1814,1
260000,2,1,1,36,3677,1209,0
60000,2,2,1,33,59010,2200,0
320000,2,2,1,37,310339,120021,0
160000,2,2,2,39,4630,2038,0
230000,2,1,2,33,2538,407,0
50000,2,2,2,48,1087,3123,0
180000,2,2,2,36,4529,36702,0
390000,2,2,2,45,62776,4000,0
290000,2,2,2,41,131735,10000,0
290000,2,2,1,35,16895,15000,0
30000,2,3,1,46,25342,2000,0
100000,2,1,1,38,316,10401,0
190000,2,2,1,34,-18,0,0
200000,2,1,2,35,1870,10332,0
180000,2,3,2,32,2074,3000,0
250000,2,2,1,45,96834,2204,0
80000,2,2,1,39,39697,1700,0
140000,2,2,1,37,123055,0,0
260000,2,2,1,40,46750,33000,0
360000,2,1,2,39,0,4341,1
250000,2,2,1,45,0,230,0
320000,2,1,1,36,-37,7445,0
100000,2,2,1,42,67182,2500,0
340000,2,1,1,36,218706,5208,0
230000,2,2,2,41,5352,2120,0
150000,2,3,1,43,22922,837,1
60000,2,3,1,48,56767,2500,0
500000,2,3,2,48,54924,47148,0
10000,2,2,2,48,7472,268,0
140000,2,3,1,39,56854,1706,0
90000,2,2,2,33,69684,3000,0
390000,2,2,2,39,62372,3000,0
150000,2,1,1,38,0,0,0
170000,2,2,2,48,26123,2000,0
400000,2,2,1,34,12228,22934,0
180000,2,2,1,38,126075,5000,0
440000,2,2,1,44,10456,9307,0
340000,2,1,2,36,3540,824,0
170000,2,2,1,45,121434,4500,1
280000,2,1,2,46,812,9109,0
320000,2,5,1,46,740,6498,0
190000,2,5,1,40,111802,5000,0
210000,2,2,1,42,-164,0,0
110000,2,2,1,43,104412,3900,0
90000,2,2,2,34,14948,1000,0
500000,2,1,1,44,43769,37509,0
50000,2,2,2,36,12088,1000,1
210000,2,1,2,39,384,0,0
80000,2,2,1,37,0,0,1
320000,2,2,1,42,2836,1286,0
50000,2,3,1,45,16371,600,0
270000,2,2,2,34,8130,20177,0
30000,2,3,2,39,28161,2280,0
150000,2,3,2,35,2036,0,0
140000,2,2,1,41,56145,2084,0
120000,2,3,1,42,626,26187,0
300000,2,1,1,31,114554,4300,0
480000,2,1,1,43,3493,21308,0
460000,2,1,1,37,284423,9627,1
280000,2,2,1,39,238926,4876,0
50000,2,3,1,31,0,0,0
350000,2,1,2,32,534,2281,0
300000,2,2,2,32,130931,5079,0
380000,2,1,2,33,6080,4697,0
190000,2,1,2,33,3122,12419,0
230000,2,2,2,35,0,0,1
390000,2,2,1,35,59862,2174,0
220000,2,0,1,35,319,2420,0
120000,2,2,1,41,89204,3133,1
300000,2,2,2,49,0,0,0
210000,2,1,2,42,-320,32000,0
50000,2,2,1,37,20259,2900,0
330000,2,1,2,44,262753,9766,1
110000,2,3,1,42,49850,1700,0
20000,2,1,2,37,0,0,0
150000,2,2,1,40,51188,2202,0
140000,2,3,1,39,122457,5228,0
160000,2,1,1,40,527,0,0
260000,2,3,1,38,1973,3733,0
150000,2,3,1,45,10640,0,0
50000,2,2,1,33,26127,5000,0
80000,2,3,1,36,55554,3000,0
270000,2,2,1,37,304,0,0
60000,2,2,1,40,29116,1200,0
50000,2,2,1,45,18779,697,0
290000,2,1,1,33,24855,724,1
180000,2,2,2,39,671,671,1
360000,2,1,1,43,0,0,0
260000,2,3,2,40,0,0,0
200000,2,2,2,46,59415,1999,0
290000,2,2,2,38,25685,927,0
50000,2,2,1,36,19965,0,0
10000,2,2,1,37,6010,6481,0
180000,2,1,1,39,4028,600,1
150000,2,2,2,39,20448,0,0
250000,2,1,2,44,144,0,0
130000,2,2,2,37,88094,3100,1
540000,2,1,2,37,12517,2019,0
320000,2,1,1,42,64948,3000,0
440000,2,2,1,39,20000,20839,0
80000,2,2,2,40,80868,3300,0
120000,2,2,1,36,0,0,1
230000,2,2,1,35,0,2810,0
60000,2,3,2,37,27003,1000,0
290000,2,4,1,49,145,247,0
130000,2,2,1,49,390,1170,0
180000,2,2,2,46,9331,0,0
140000,2,3,1,42,136300,5000,1
500000,2,1,2,44,208271,10000,0
300000,2,2,1,42,132142,6000,0
210000,2,2,1,42,0,0,0
150000,2,2,1,49,4475,15964,0
360000,2,2,1,37,0,2909,0
250000,2,2,1,36,34792,10012,0
30000,2,3,2,44,27029,3000,0
200000,2,1,1,42,3609,0,0
130000,2,2,1,35,68344,3000,0
290000,2,3,1,49,2780,6420,0
100000,2,3,1,35,55157,30000,0
40000,2,3,1,43,240,1080,0
130000,2,3,1,39,102190,5000,1
160000,2,3,1,34,691,17,0
150000,2,1,2,35,0,458,0
130000,2,2,2,45,69614,2394,0
180000,2,2,1,39,0,289,1
150000,2,2,2,30,72015,5700,0
100000,2,2,2,31,900,2575,1
30000,2,2,2,31,0,0,0
160000,2,1,2,25,0,9867,0
50000,2,2,2,28,780,0,1
130000,2,2,1,29,78403,2135,0
140000,2,3,2,31,79972,3000,0
340000,2,3,1,32,46882,11022,0
340000,2,2,1,33,21678,10079,0
90000,2,2,2,35,28610,0,0
300000,2,2,1,42,247383,10000,0
50000,2,2,2,25,39273,1399,0
50000,2,2,1,37,9746,199,0
100000,2,2,1,42,550,0,0
20000,2,3,2,40,8526,3000,0
160000,2,1,2,30,68126,3000,1
390000,2,2,1,32,11168,1000,0
30000,2,3,1,39,0,0,1
20000,2,2,1,46,0,0,1
210000,2,2,2,31,46824,0,0
300000,2,4,1,31,0,0,0
220000,2,1,2,31,500,0,0
270000,2,1,2,33,29209,3000,0
90000,2,2,1,40,7595,1000,1
360000,2,2,2,27,171153,10056,0
300000,2,1,2,29,0,0,0
310000,2,2,2,31,217659,7493,1
130000,2,2,2,31,105818,3700,0
80000,2,1,1,29,4424,0,0
280000,2,2,1,34,11717,8800,0
80000,2,3,2,44,37115,1600,1
130000,2,3,2,39,780,0,0
270000,2,1,1,42,0,0,0
20000,2,2,1,41,2514,0,0
260000,2,1,1,36,142645,10002,0
170000,2,2,2,47,31838,1111,0
160000,2,1,2,35,9940,12498,0
240000,2,1,2,35,11859,12000,0
170000,2,2,2,36,0,0,0
500000,2,2,1,40,149626,5000,0
260000,2,1,1,38,2605,378,1
150000,2,1,2,36,54161,3500,0
500000,2,1,1,36,0,0,1
320000,2,2,2,34,8571,4204,0
90000,2,2,1,34,27879,1400,0
300000,2,2,2,43,14713,159,0
200000,2,2,2,36,81533,0,0
160000,2,3,1,44,0,0,1
120000,2,1,2,29,0,0,0
120000,2,1,2,30,832,416,1
90000,2,2,2,30,57157,2083,1
170000,2,2,1,31,7860,9333,1
170000,2,1,2,33,148093,0,0
500000,2,1,1,33,4281,8190,0
240000,2,1,2,33,201112,6609,0
230000,2,2,1,30,1880,0,0
210000,2,2,1,32,0,0,0
400000,2,1,1,33,6346,5000,0
150000,2,3,1,41,98263,3585,1
50000,2,1,2,27,5605,6690,0
150000,2,2,1,28,430,860,1
230000,2,2,2,28,0,0,1
470000,2,1,1,28,148035,4900,0
30000,2,2,2,28,600,0,1
100000,2,3,1,29,1183,1485,0
30000,2,3,1,34,521,2000,1
110000,2,2,2,40,78913,3500,0
300000,2,3,1,39,42788,0,0
240000,2,3,0,37,20785,5640,0
350000,2,2,2,28,93300,11000,1
220000,2,1,2,28,3654,2754,0
400000,2,1,2,35,28590,159259,0
500000,2,2,1,40,27668,40018,0
280000,2,3,2,48,117613,4127,0
30000,2,2,1,37,4483,3676,0
20000,2,1,2,49,19533,875,0
270000,2,4,2,29,29961,6216,0
270000,2,1,2,34,122213,5000,0
400000,2,2,1,34,24418,3381,0
320000,2,1,2,39,99935,5000,0
430000,2,1,2,30,53289,52319,0
140000,2,2,2,31,76,0,1
70000,2,2,1,31,5713,2625,0
110000,2,2,2,31,0,790,0
30000,2,5,1,31,0,0,0
550000,2,2,1,32,155083,158064,1
310000,2,1,1,47,12315,5000,0
130000,2,1,2,32,127809,4500,0
130000,2,2,1,32,120307,10000,0
220000,2,2,1,34,152747,5700,0
300000,2,1,1,35,0,0,0
110000,2,2,1,35,2675,0,0
50000,2,2,1,44,28170,2700,1
300000,2,1,2,40,9067,0,1
200000,2,2,1,36,0,3832,0
360000,2,3,2,38,6786,0,1
500000,2,1,2,34,67695,2800,0
290000,2,2,1,42,12572,16338,0
430000,2,1,1,37,0,0,1
180000,2,3,2,34,1598,0,0
90000,2,3,1,35,30520,1276,0
280000,2,2,1,43,8430,13561,0
230000,2,2,2,37,12770,1000,0
70000,2,2,1,39,0,0,0
110000,2,2,1,38,1042,8420,0
70000,2,3,1,32,70212,2554,0
180000,2,2,1,32,1473,1473,0
240000,2,3,2,35,0,0,1
210000,2,1,1,40,0,0,0
20000,2,2,2,46,0,0,1
80000,2,3,1,48,5466,112,0
50000,2,1,2,33,17864,1000,0
80000,2,3,2,33,2052,3274,0
80000,2,1,2,34,1242,717,0
60000,2,2,3,34,567,1222,0
360000,2,2,2,35,357,357,0
50000,2,2,2,48,12503,264,0
200000,2,6,1,43,178239,6001,0
140000,2,2,1,42,0,5023,0
180000,2,2,2,30,178976,7000,0
160000,2,2,1,32,51329,20000,0
200000,2,2,1,34,0,0,1
600000,2,2,1,38,32171,3000,0
20000,2,2,1,46,16294,1400,1
220000,2,1,1,44,190469,5000,0
140000,2,1,1,40,36893,3000,1
240000,2,2,2,38,0,0,1
150000,2,2,1,32,-288,57916,0
20000,2,1,2,32,1911,0,1
310000,2,2,1,32,52791,1539,0
230000,2,3,1,39,316,2468,0
130000,2,1,2,34,0,238,0
300000,2,1,2,31,126482,29390,0
300000,2,2,1,34,28676,37173,0
20000,2,2,1,29,10056,0,0
200000,2,3,2,33,0,0,0
200000,2,2,1,40,11312,0,0
500000,2,1,2,28,858,0,0
80000,2,2,1,37,2615,5308,0
360000,2,1,2,29,0,0,1
30000,2,2,1,33,23477,686,0
190000,2,2,2,44,153988,6001,0
350000,2,1,1,36,37800,1000,0
260000,2,2,1,31,900,197,0
190000,2,2,1,37,123528,4000,0
230000,2,2,1,34,0,0,0
650000,2,3,2,39,13050,64731,0
250000,2,1,2,32,36805,65325,0
700000,2,2,2,34,200,628,0
270000,2,1,1,40,19556,6000,0
100000,2,2,1,43,0,0,0
260000,2,2,1,38,178850,10000,0
410000,2,2,2,33,500,1543,0
520000,2,2,1,47,20040,98205,0
80000,2,2,1,39,47038,1727,1
450000,2,3,1,36,0,0,0
30000,2,6,2,45,0,0,0
600000,2,3,2,44,390197,7000,0
200000,2,1,2,34,24306,16045,0
60000,2,2,2,34,29149,1212,0
280000,2,2,1,34,14631,4429,0
230000,2,1,1,36,2282,1390,0
210000,2,2,2,31,0,1638,1
60000,2,1,2,33,58575,2000,0
270000,2,1,2,37,0,128934,0
80000,2,3,1,41,7228,14387,0
80000,2,2,1,44,300,0,0
360000,2,2,1,40,18455,4759,0
300000,2,1,2,38,29127,16600,1
270000,2,1,1,44,2459,10000,0
200000,2,1,2,46,3441,1841,0
20000,2,2,2,46,0,0,1
20000,2,2,1,32,14371,600,1
30000,2,2,1,33,29803,67,1
50000,2,1,1,35,39188,1445,0
230000,2,4,2,30,43703,86000,0
50000,2,2,1,39,29460,10000,1
70000,2,3,1,31,15380,1000,0
100000,2,1,2,31,1458,1677,0
100000,2,3,1,30,44678,0,0
210000,2,1,2,31,18378,11414,0
450000,2,1,2,31,3430,2500,0
300000,2,3,2,31,237105,8500,0
140000,2,1,2,31,0,0,0
480000,2,1,2,32,53853,42321,0
100000,2,2,2,30,34261,1500,1
110000,2,1,2,32,8391,1000,0
100000,2,2,2,31,97241,3894,1
200000,2,1,2,31,0,0,0
100000,2,1,2,30,16011,0,0
50000,2,2,1,30,0,0,1
20000,2,2,1,31,3273,0,0
490000,2,2,1,31,272578,10000,0
90000,2,1,2,32,1642,0,0
310000,2,1,1,32,601,360,0
240000,2,1,2,33,9366,1150,0
390000,2,1,2,32,14496,7000,0
140000,2,2,2,33,68262,3000,0
120000,2,1,2,33,2596,2959,1
30000,2,3,1,33,29016,1592,0
230000,2,2,1,32,0,0,0
320000,2,1,2,32,5613,0,0
110000,2,1,2,32,0,0,0
60000,2,2,2,31,26493,1100,1
180000,2,1,2,32,3092,2959,0
430000,2,1,2,33,163130,104000,0
230000,2,1,2,33,87161,5000,0
140000,2,2,1,33,0,60000,0
180000,2,1,2,31,243,13868,0
60000,2,2,2,31,22661,1800,0
310000,2,2,2,31,58520,3000,0
320000,2,2,1,33,226836,21457,0
100000,2,1,2,33,7855,3966,0
120000,2,2,2,33,72440,3000,1
260000,2,1,2,33,14961,18207,1
170000,2,1,2,32,8744,3620,0
200000,2,1,2,31,0,0,0
110000,2,1,1,31,97585,5000,0
50000,2,1,2,32,14873,2810,0
350000,2,2,2,32,5225,0,0
110000,2,1,2,31,0,0,0
240000,2,1,1,30,237938,9400,0
120000,2,2,1,30,3158,0,0
150000,2,1,2,32,21200,3575,0
180000,2,2,1,34,1624,274,1
200000,2,2,2,34,0,107918,0
250000,2,1,2,33,198156,7080,0
350000,2,1,1,36,2802,0,0
200000,2,2,1,36,0,0,0
30000,2,2,1,35,26781,3000,0
150000,2,2,1,45,139258,5549,0
380000,2,3,1,46,2062,0,0
180000,2,2,1,47,173597,6300,0
20000,2,2,1,35,16595,774,1
100000,2,1,1,49,97896,4000,1
300000,2,2,2,36,90495,0,0
450000,2,1,2,36,10643,30451,0
220000,2,2,1,35,36321,0,1
500000,2,2,1,37,61295,0,0
200000,2,3,2,45,134,81,0
80000,2,2,1,35,29711,1500,1
430000,2,1,1,46,0,3566,0
200000,2,2,1,40,1028,12857,0
90000,2,1,1,36,1716,2706,0
200000,2,1,1,38,6207,5464,0
60000,2,2,1,47,51812,3000,0
250000,2,1,2,36,1500,12674,0
200000,2,1,1,40,10535,1000,0
360000,2,2,2,45,0,0,0
200000,2,1,2,33,135720,5000,0
500000,2,2,2,41,3405,0,0
200000,2,1,1,38,165326,7500,0
230000,2,1,2,44,80279,105451,0
50000,2,3,1,37,26871,966,0
260000,2,1,1,38,0,5320,0
140000,2,1,1,39,35528,30000,0
320000,2,2,2,35,128642,0,0
50000,2,2,1,39,29094,1000,0
150000,2,2,1,35,0,0,1
160000,2,1,1,36,837,299,0
500000,2,2,1,43,365278,15000,0
350000,2,1,1,44,277,7545,0
230000,2,3,2,48,14073,1485,1
200000,2,2,1,39,13484,10075,0
500000,2,2,2,39,203291,6084,0
130000,2,1,2,34,80972,3000,0
290000,2,2,2,34,32530,3000,0
210000,2,2,2,34,80359,2700,0
240000,2,1,2,36,4899,1450,0
80000,2,2,1,36,4226,3683,0
150000,2,1,2,36,139322,4900,1
200000,2,5,1,39,0,0,0
110000,2,2,2,36,0,0,1
320000,2,3,1,33,15255,1000,0
340000,2,1,2,37,15936,10000,0
380000,2,2,1,43,4481,312,0
150000,2,1,1,43,6441,6706,0
500000,2,1,2,37,0,880,0
500000,2,2,1,49,58292,36000,0
370000,2,2,1,44,0,0,0
360000,2,2,1,40,1765,2111,0
300000,2,2,1,39,502,142,0
150000,2,2,2,37,1596,4617,0
210000,2,1,1,38,-81,0,0
280000,2,1,1,39,350,297,0
230000,2,2,1,44,8654,8910,0
360000,2,2,2,37,289457,9910,0
230000,2,2,1,40,0,7790,0
450000,2,2,1,44,10455,7268,0
240000,2,1,2,34,-10,0,1
300000,2,1,2,41,0,0,0
240000,2,2,1,38,179309,6230,0
230000,2,2,1,37,7446,3000,1
230000,2,1,2,41,46213,5000,0
240000,2,2,1,40,0,5252,1
160000,2,1,2,39,0,0,0
360000,2,5,1,39,799,3238,0
160000,2,1,1,41,78656,2584,0
10000,2,2,1,42,4877,3000,0
430000,2,1,2,38,590,590,0
80000,2,1,1,39,23331,30331,0
310000,2,1,1,39,4940,1676,0
150000,2,3,1,41,0,0,0
200000,2,2,1,43,0,0,0
210000,2,1,1,44,360,2388,0
400000,2,2,2,43,7626,3000,0
80000,2,2,1,40,9628,16059,0
160000,2,2,1,42,38034,1600,0
170000,2,2,1,40,1163,2821,0
240000,2,2,1,41,4583,6242,0
300000,2,2,1,33,246560,9960,1
90000,2,2,1,44,1292,1378,0
180000,2,2,1,35,429,946,0
210000,2,2,1,48,102,210,0
300000,2,1,1,42,394,0,0
240000,2,1,2,37,179707,7000,1
170000,2,1,1,44,0,0,0
50000,2,1,2,37,4741,1000,0
50000,2,2,1,39,49015,1882,0
230000,2,1,2,39,0,1720,0
310000,2,1,1,34,107595,2011,0
150000,2,3,2,35,0,0,0
200000,2,1,2,35,1348,1000,0
80000,2,2,2,39,57324,2152,1
500000,2,1,1,37,67206,8602,0
20000,2,2,1,42,19155,1600,1
20000,2,3,1,46,16925,0,1
150000,2,1,2,34,0,0,1
100000,2,5,2,34,3219,1864,0
210000,2,3,1,44,14793,7376,1
300000,2,2,1,40,0,0,0
80000,2,2,2,32,650,500,1
410000,2,1,2,31,129971,27380,0
90000,2,3,1,36,19608,1000,0
270000,2,2,1,43,94824,0,0
360000,2,2,1,41,130705,5200,0
230000,2,3,1,38,51125,2026,0
150000,2,2,2,42,217,2972,0
150000,2,2,2,44,156636,0,1
350000,2,2,1,43,430,430,0
210000,2,3,2,43,0,3015,0
130000,2,3,1,44,49737,3000,0
500000,2,1,1,49,3663,8110,0
280000,2,2,1,48,27383,0,1
450000,2,1,1,39,26518,3575,0
200000,2,2,2,46,142269,5349,0
290000,2,2,1,34,41955,188423,0
170000,2,2,1,35,0,0,0
380000,2,2,1,39,238051,8000,0
180000,2,1,2,35,-18,0,1
280000,2,1,2,35,10237,12129,0
200000,2,2,1,31,12191,4760,0
220000,2,2,1,40,5503,10026,0
240000,2,1,1,38,116315,4500,1
470000,2,2,2,43,0,2090,0
280000,2,1,2,35,8925,7678,0
200000,2,1,2,43,-109,0,1
20000,2,3,1,46,10400,0,0
20000,2,2,2,34,19957,0,0
290000,2,1,2,34,19024,0,0
20000,2,1,1,37,-245,5100,1
150000,2,1,1,38,4346,0,0
160000,2,2,1,36,14129,1500,1
360000,2,1,1,36,0,0,1
160000,2,2,1,41,104901,8256,0
400000,2,1,1,37,122492,3864,0
180000,2,2,2,36,2293,2000,0
120000,2,2,1,32,114969,5012,0
200000,2,2,2,33,0,3239,0
210000,2,1,1,39,0,0,0
70000,2,3,1,48,68549,800,1
110000,2,2,1,38,-1288,52000,1
30000,2,3,2,47,14367,0,1
40000,2,3,1,46,0,0,0
310000,2,1,1,41,11673,16563,0
200000,2,2,1,41,849,1264,0
230000,2,2,1,39,0,0,0
450000,2,1,1,33,1069,370,0
80000,2,2,2,34,47421,0,0
210000,2,2,2,43,112371,27704,0
130000,2,2,3,48,0,0,0
500000,2,1,1,49,58052,37616,0
180000,2,2,1,38,5181,0,1
340000,2,1,1,36,10911,10226,0
450000,2,1,2,37,5212,535,0
80000,2,3,1,49,56534,2057,0
150000,2,3,2,47,2470,1073,0
210000,2,1,1,43,0,0,0
380000,2,2,2,38,117726,9335,0
400000,2,2,1,46,35969,20000,0
80000,2,3,1,52,0,0,0
240000,2,1,1,44,2407,1576,0
120000,2,2,1,50,44749,1500,0
60000,2,3,1,63,27719,1261,0
360000,2,1,2,54,27399,71429,0
50000,2,2,1,50,31229,0,1
360000,2,3,1,50,0,2103,1
30000,2,3,1,51,16527,488,0
500000,2,1,1,53,4487,638,0
20000,2,2,1,54,8514,500,1
90000,2,2,1,56,4808,3131,0
80000,2,3,1,55,45412,2200,0
100000,2,3,2,54,58212,2300,0
120000,2,1,1,51,55572,0,0
100000,2,3,3,51,0,0,1
150000,2,2,1,51,108623,4300,0
10000,2,2,1,51,8995,363,0
50000,2,3,1,52,658,0,0
490000,2,1,1,53,6205,2025,0
50000,2,3,2,52,19329,1000,0
340000,2,2,1,57,4614,7005,0
240000,2,3,1,51,179754,20000,0
50000,2,3,1,53,44838,2300,1
500000,2,2,1,50,293489,11000,0
410000,2,2,1,50,213767,8000,0
280000,2,2,1,64,7164,0,0
240000,2,2,2,59,161867,6205,0
20000,2,1,2,54,10674,0,0
100000,2,2,1,55,51228,0,1
290000,2,2,1,52,212674,4000,0
100000,2,3,2,50,89681,4000,0
270000,2,2,1,65,6374,0,0
80000,2,3,2,57,28783,1482,0
280000,2,1,1,47,135654,5000,1
30000,2,3,1,52,760,0,0
90000,2,3,1,53,48987,2000,1
600000,2,1,1,53,83034,0,0
70000,2,3,1,54,11835,500,0
270000,2,3,1,58,1251,2267,0
260000,2,3,1,59,195771,11488,0
50000,2,3,1,59,0,0,0
50000,2,3,1,53,9261,2000,1
70000,2,3,2,52,29253,938,0
210000,2,3,1,55,98400,3998,0
330000,2,3,1,50,324,0,0
200000,2,2,1,51,54705,1938,0
220000,2,1,1,51,709,1195,0
50000,2,3,1,52,15788,747,0
20000,2,2,1,53,19665,1000,0
30000,2,2,2,53,10000,0,1
280000,2,2,1,56,213384,7861,1
60000,2,3,1,60,58325,1968,0
200000,2,3,1,50,29890,4686,0
230000,2,2,2,51,163690,10000,0
230000,2,1,1,51,496,496,1
100000,2,3,1,49,43176,2040,0
80000,2,2,1,49,78343,3300,0
80000,2,2,2,51,45966,1700,1
70000,2,2,1,57,25539,1500,0
200000,2,1,1,54,0,0,1
20000,2,2,1,51,18501,1000,0
200000,2,2,1,50,7532,2261,0
50000,2,2,1,55,19761,3866,0
360000,2,2,1,52,0,207,0
200000,2,3,2,49,6719,150,0
90000,2,2,1,55,33049,2000,1
50000,2,3,2,59,29556,1300,0
400000,2,2,1,48,314106,12000,0
110000,2,3,1,51,78503,8200,0
50000,2,3,1,58,29729,0,1
500000,2,1,1,58,19267,95478,1
150000,2,3,1,65,0,0,0
